ER000VENDT;;EA;1;0;;;0;999.999.999,00;E005_CCA;00_UDBT
ER000VENDT;;EB;1;0;;;0;999.999.999,00;E005_CCA;10_IPBT
ER000VENDT;;EB;2;0;;;0;999.999.999,00;E005_CCA;40_IPMT
ER000VENDT;;EC;1;0;;;1,5000001;999.999.999,00;E005_CCA;30_AUBT
ER000VENDT;;EC;1;0;;;0;1,5;E005_CCA;31_AUBT1
ER000VENDT;;EC;2;0;;;0;999.999.999,00;E005_CCA;60_AUMT
ER000VENDT;;EC;3;0;;;0;999.999.999,00;E005_CCA;70_AUAT
ER000VENDT;;EC;4;0;;;0;999.999.999,00;E005_CCA;82_AUA2
ER000VENDT;;EC;5;0;;;0;999.999.999,00;E005_CCA;83_AUA3
ER100PERDT;;EA;1;0;;;0;999.999.999,00;E100_PER;00_UDBT
ER100PERDT;;EB;1;0;;;0;999.999.999,00;E100_PER;10_IPBT
ER100PERDT;;EB;2;0;;;0;999.999.999,00;E100_PER;40_IPMT
ER100PERDT;;EC;1;0;;;1,5;999.999.999,00;E100_PER;30_AUBT
ER100PERDT;;EC;2;0;;;0;999.999.999,00;E100_PER;60_AUMT
ER100PERDT;;EC;3;0;;;0;999.999.999,00;E100_PER;70_AUAT
ER100PERDT;;EC;4;0;;;0;999.999.999,00;E100_PER;82_AUA2
ER100PERDT;;EC;5;0;;;0;999.999.999,00;E100_PER;83_AUA3
ER120_PCV;;EA;1;0;;;0;999.999.999,00;;00_UDBT
ER120_PCV;;EB;1;0;;;0;999.999.999,00;;10_IPBT
ER120_PCV;;EB;2;0;;;0;999.999.999,00;E121_COV;40_IPMT
ER120_PCV;;EC;1;0;;;1,5;999.999.999,00;;30_AUBT
ER120_PCV;;EC;1;0;;;0;1,5;;31_AUBT1
ER120_PCV;;EC;2;0;;;0;999.999.999,00;E121_COV;60_AUMT
ER120_PCV;;EC;3;0;;;0;999.999.999,00;E121_COV;70_AUAT
ER120_PCV;;EC;4;0;;;0;999.999.999,00;E121_COV;82_AUA2
ER120_PCV;;EC;5;0;;;0;999.999.999,00;E121_COV;83_AUA3
ER125_PPE;;EA;1;0;;;0;999.999.999,00;E125_PPE;00_UDBT
ER125_PPE;;EB;1;0;;;0;999.999.999,00;E125_PPE;10_IPBT
ER125_PPE;;EC;1;0;;;1,5;999.999.999,00;E125_PPE;30_AUBT
ER125_PPE;;EC;1;0;;;0;1,5;E125_PPE;31_AUBT1
ER126_UC1;;EA;1;1;;;0;999.999.999,00;E126_UC1;01_UDBTR
ER126_UC1;;EA;1;0;;;0;999.999.999,00;E126_UC1;02_UDBTNR
ER126_UC1;;EB;1;0;;;0;999.999.999,00;E126_UC1;10_IPBT
ER126_UC1;;EC;1;0;;;1,5;999.999.999,00;E126_UC1;30_AUBT
ER126_UC1;;EC;1;0;;;0;1,5;E126_UC1;31_AUBT1
ER180PDIM;;EB;1;0;;;0;999.999.999,00;E180PDIM;10_IPBT
ER180PDIM;;EB;2;0;;;0;999.999.999,00;E180PDIM;40_IPMT
ER180PDIM;;EC;1;0;;;1,5000001;999.999.999,00;E180PDIM;30_AUBT
ER180PDIM;;EC;3;0;;;0;999.999.999,00;E180PDIM;70_AUAT
ER180PDIM;;ED;2;0;;;0;999.999.999,00;E180PDIM;60_AUMT
ER200_DISP;;EA;1;0;;;0;999.999.999,00;E202_GRT;00_UDBT
ER200_DISP;;EB;1;0;;;0;999.999.999,00;E202_GRT;10_IPBT
ER200_DISP;;EB;2;0;;;0;999.999.999,00;E202_GRT;40_IPMT
ER200_DISP;;EC;1;0;;;1,5;999.999.999,00;E202_GRT;30_AUBT
ER200_DISP;;EC;1;0;;;0;1,5;E202_GRT;31_AUBT1
ER200_DISP;;EC;2;0;;;0;999.999.999,00;E202_GRT;60_AUMT
ER200_DISP;;EC;3;0;;;0;999.999.999,00;E202_GRT;70_AUAT
ER200_DISP;;EC;4;0;;;0;380;E202_GRT;82_AUA2
ER200_DISP;;EC;5;0;;;0;999.999.999,00;E202_GRT;83_AUA3
ER210_ODS;;EA;1;0;;;0;999.999.999,00;E210_ODS;00_UDBT
ER210_ODS;;EB;1;0;;;0;999.999.999,00;E210_ODS;10_IPBT
ER210_ODS;;EB;2;0;;;0;999.999.999,00;E210_ODS;40_IPMT
ER210_ODS;;EC;1;0;;;1,5;999.999.999,00;E210_ODS;30_AUBT
ER210_ODS;;EC;2;0;;;0;999.999.999,00;E210_ODS;60_AUMT
ER210_ODS;;EC;3;0;;;0;999.999.999,00;E210_ODS;70_AUAT
ER210_ODS;;EC;4;0;;;0;999.999.999,00;E210_ODS;82_AUA2
ER210_ODS;;EC;5;0;;;0;999.999.999,00;E210_ODS;83_AUA3
ER220_VE;;EA;1;0;;;0;999.999.999,00;E100_PER;00_UDBT
ER220_VE;;EB;1;0;;;0;999.999.999,00;E100_PER;10_IPBT
ER220_VE;;EB;2;0;;;0;999.999.999,00;E100_PER;40_IPMT
ER220_VE;;EC;1;0;;;1,5;999.999.999,00;E100_PER;30_AUBT
ER220_VE;;EC;2;0;;;0;999.999.999,00;E100_PER;60_AUMT
ER220_VE;;EC;3;0;;;0;999.999.999,00;E100_PER;70_AUAT
ER220_VE;;EC;4;0;;;0;999.999.999,00;E100_PER;82_AUA2
ER220_VE;;EC;5;0;;;0;999.999.999,00;E100_PER;83_AUA3
ER221_DP;;EB;1;0;;;0;999.999.999,00;E221_DP;10_IPBT
ER221_DP;;EB;2;0;;;0;999.999.999,00;E221_DP;40_IPMT
ER221_DP;;EC;1;0;;;1,5;999.999.999,00;E221_DP;30_AUBT
ER221_DP;;EC;2;0;;;0;999.999.999,00;E221_DP;60_AUMT
ER221_DP;;EC;3;0;;;0;999.999.999,00;E221_DP;70_AUAT
ER222_INT;;EB;1;0;;;0;999.999.999,00;E222_INT;10_IPBT
ER222_INT;;EB;2;0;;;0;999.999.999,00;E222_INT;40_IPMT
ER222_INT;;EC;1;0;;;1,5;999.999.999,00;E222_INT;30_AUBT
ER222_INT;;EC;2;0;;;0;999.999.999,00;E222_INT;60_AUMT
ER222_INT;;EC;3;0;;;0;999.999.999,00;E222_INT;70_AUAT
ER223_CD;;EB;1;0;;;0;999.999.999,00;E223_CD;10_IPBT
ER223_CD;;EB;2;0;;;0;999.999.999,00;E223_CD;40_IPMT
ER223_CD;;EC;1;0;;;1,5;999.999.999,00;E223_CD;30_AUBT
ER223_CD;;EC;2;0;;;0;999.999.999,00;E223_CD;60_AUMT
ER223_CD;;EC;3;0;;;0;999.999.999,00;E223_CD;70_AUAT
ER225_OD;;EB;1;0;;;0;999.999.999,00;E225_OD;10_IPBT
ER225_OD;;EB;2;0;;;0;999.999.999,00;E225_OD;40_IPMT
ER225_OD;;EC;1;0;;;1,5;999.999.999,00;E225_OD;30_AUBT
ER225_OD;;EC;2;0;;;0;999.999.999,00;E225_OD;60_AUMT
ER225_OD;;EC;3;0;;;0;999.999.999,00;E225_OD;70_AUAT
ER250_DBT;;EA;1;1;;;0;3;E250_DBT;01_UDBTR
